,velocity,flux
0,12298.685050186696,-0.24078715166482909
1,12305.665971250415,-0.07021570725516273
2,12312.647204614239,-0.470497077119412
3,12319.628750299122,0.126525007640435
4,12326.610608326026,-0.46266236276294337
5,12333.59277871591,0.09031316029134812
6,12340.575261489736,-0.11282664710231673
7,12347.558056668471,0.176175168991004
8,12354.541164273083,0.5197096639997196
9,12361.524584324532,0.24537985665335554
10,12368.5083168438,-0.0533554423100244
11,12375.492361851848,-0.152555597406719
12,12382.476719369657,0.09424434658458004
13,12389.461389418204,0.08951001144788759
14,12396.446372018463,-0.11980679939643814
15,12403.431667191415,0.05422476281393393
16,12410.41727495804,-0.03487839264486245
17,12417.403195339322,-0.2915974894057241
18,12424.389428356248,0.584330517573821
19,12431.375974029805,-0.04270527741112661
20,12438.362832380979,0.0889578697574808
21,12445.350003430767,-0.13855461988504267
22,12452.337487200157,0.05047792968367695
23,12459.325283710143,0.008972874137250508
24,12466.313392981723,0.3120135668880418
25,12473.301815035898,0.46595462981463
26,12480.290549893667,0.3006443014348728
27,12487.27959757603,-0.1759080447114994
28,12494.268958103992,-0.28558334234262583
29,12501.25863149856,-0.22558246036540083
30,12508.24861778074,-0.22727702002035732
31,12515.238916971548,0.005332592465900232
32,12522.229529091986,-0.16855033509064454
33,12529.22045416307,0.6930135796389154
34,12536.211692205823,-0.08459119072776256
35,12543.203243241256,0.14875849856257334
36,12550.195107290388,0.5721752335118315
37,12557.187284374242,-0.08314590722415138
38,12564.17977451384,0.09477730316953556
39,12571.172577730205,0.07380839756337415
40,12578.165694044368,-0.0912159551344125
41,12585.159123477355,0.27440624880813147
42,12592.152866050195,0.44276984820382126
43,12599.146921783922,0.09432100162596135
44,12606.14129069957,0.41793463099019845
45,12613.135972818176,0.14919497877287466
46,12620.130968160778,0.37491213772673365
47,12627.126276748413,-0.4163628438199265
48,12634.121898602127,-0.21567015183673088
49,12641.11783374296,0.2068359292274064
50,12648.114082191962,0.18842225065147278
51,12655.110643970173,-0.1755238389626376
52,12662.107519098648,-0.015566677564606363
53,12669.104707598437,0.6206165475046009
54,12676.102209490595,0.31157746146640297
55,12683.100024796173,0.3798256838820381
56,12690.09815353623,0.4384591909742638
57,12697.096595731824,0.2368257584036193
58,12704.095351404017,0.7746369887322988
59,12711.094420573869,0.4120904809737209
60,12718.093803262447,0.07650193956217638
61,12725.093499490818,0.2870878170505998
62,12732.093509280045,0.17847724250617256
63,12739.093832651202,0.39625302212345015
64,12746.094469625363,0.42968219946856184
65,12753.095420223597,0.41083936957863065
66,12760.096684466982,0.27583988781228563
67,12767.098262376596,0.30316221561792545
68,12774.100153973519,0.4782118872615297
69,12781.10235927883,0.08823657326075666
70,12788.104878313614,0.019389749851896745
71,12795.107711098955,0.10895854957283772
72,12802.110857655942,-0.08827060535864478
73,12809.11431800566,0.4087305514866015
74,12816.118092169207,-0.20789204467582134
75,12823.12218016767,-0.2086786284645788
76,12830.126582022143,0.12504817660900094
77,12837.131297753725,0.1404590611680731
78,12844.136327383514,-0.17502966089385155
79,12851.14167093261,0.2808144291874038
80,12858.147328422117,-0.3251380390695931
81,12865.153299873135,-0.6088039359901865
82,12872.159585306772,-1.2005867288430823
83,12879.16618474414,-0.9981444555653771
84,12886.173098206338,-1.4099296720486119
85,12893.18032571449,-0.8467634778702072
86,12900.187867289702,-1.0991518552790343
87,12907.19572295309,-1.2565025728214971
88,12914.203892725774,-0.4704762739398778
89,12921.212376628871,-0.7410239023239958
90,12928.221174683506,-1.000723963375033
91,12935.230286910795,-0.7124206508553096
92,12942.23971333187,-0.4710348560583135
93,12949.249453967854,-0.21739913246278425
94,12956.259508839876,-0.598800553173829
95,12963.269877969065,-0.5012409779916396
96,12970.280561376556,-0.33022021034967775
97,12977.291559083485,0.00848942206188633
98,12984.302871110984,-0.5016271699217962
99,12991.314497480193,-0.3816861197933292
100,12998.32643821225,-0.35325178530174667
101,13005.338693328304,-0.6687904263131168
102,13012.35126284949,-0.21700516357070962
103,13019.364146796957,-0.4271807212005016
104,13026.377345191855,-0.5057768620003261
105,13033.39085805533,-0.1926339465666802
106,13040.404685408539,-0.6940925532641011
107,13047.418827272626,-1.0454122451217276
108,13054.433283668754,-0.8205776052681008
109,13061.448054618078,-0.6169839134895194
110,13068.463140141757,-0.6660556791220712
111,13075.47854026095,-0.2346419579838232
112,13082.494254996825,-0.35923969105537484
113,13089.51028437054,-0.644177205706978
114,13096.526628403268,-0.4111717310264341
115,13103.543287116168,-0.5278797886902398
116,13110.560260530423,-0.5926975846142146
117,13117.577548667194,-0.003161159836792077
118,13124.595151547663,-0.2494755655055289
119,13131.613069193001,0.33486353281256903
120,13138.631301624388,0.5933964519953334
121,13145.649848863008,0.9999686762227894
122,13152.668710930036,0.25688957800107876
123,13159.687887846658,0.16743845848210703
124,13166.707379634061,0.11657757670488944
125,13173.727186313434,0.4429448067401478
126,13180.747307905956,0.31425416023109387
127,13187.767744432835,0.38303482732304195
128,13194.788495915252,0.7058769368777453
129,13201.809562374405,-0.554578600178711
130,13208.830943831492,-0.11004328647557751
131,13215.852640307712,0.17789100022474602
132,13222.874651824262,-0.01805020736157935
133,13229.896978402352,0.08024608359386753
134,13236.919620063183,0.3075473491367297
135,13243.94257682796,0.04923849878288017
136,13250.96584871789,0.12565061681804787
137,13257.989435754187,0.5954153921302772
138,13265.013337958064,-0.176598350930479
139,13272.037555350731,-0.10448021821303272
140,13279.062087953407,0.4014123111279062
141,13286.086935787309,0.39030852855836884
142,13293.112098873658,-0.23152132742929366
143,13300.137577233674,0.2409040989514358
144,13307.163370888582,0.12433703045775704
145,13314.189479859604,0.12583499520526042
146,13321.215904167973,0.36081480943461164
147,13328.242643834918,0.412498116717014
148,13335.269698881664,0.09301998020488042
149,13342.297069329448,0.47533679804546364
150,13349.324755199508,0.5385434603478721
151,13356.352756513075,0.4205616603646216
152,13363.381073291392,0.38522306136801054
153,13370.4097055557,-0.013913845242480044
154,13377.43865332724,0.6013202895722092
155,13384.467916627258,0.19753638614807825
156,13391.497495477,0.23291205265183024
157,13398.527389897714,0.8320930590649411
158,13405.55759991065,0.692327620926441
159,13412.58812553706,0.08357499746100046
160,13419.618966798198,0.2506428592068799
161,13426.650123715322,0.5251841913251944
162,13433.68159630969,0.5203457206449403
163,13440.71338460256,0.43857296871313645
164,13447.745488615197,0.1575976934514151
165,13454.77790836886,0.7177234894039369
166,13461.810643884815,0.25830653681197335
167,13468.843695184336,0.8718581659200557
168,13475.877062288684,0.1754724761375472
169,13482.910745219135,0.20734860108412054
170,13489.944743996963,0.12713239357602715
171,13496.97905864344,-0.0284149724320258
172,13504.013689179843,0.4715547533044594
173,13511.048635627456,0.12272831516845052
174,13518.083898007555,0.6624351747407274
175,13525.119476341426,0.3551838244296226
176,13532.15537065035,0.06451902028116108
177,13539.191580955616,0.2420937031322989
178,13546.228107278512,0.1820039001365375
179,13553.26494964033,0.4731840809289691
180,13560.30210806236,0.059193851479108626
181,13567.339582565895,0.5197250534699761
182,13574.377373172238,0.48410056253952655
183,13581.41547990268,0.21674620974305825
184,13588.453902778523,0.14190978741186835
185,13595.49264182107,0.09856004124261275
186,13602.531697051625,0.05594526192923254
187,13609.571068491492,0.055283237996191725
188,13616.610756161983,0.40219891587548007
189,13623.650760084402,0.3060173852948771
190,13630.691080280063,0.8092797795701763
191,13637.731716770279,1.4073641399689456
192,13644.772669576365,3.252566572353634
193,13651.813938719639,6.173711326348656
194,13658.855524221422,8.627511120707414
195,13665.89742610303,9.357772776359125
196,13672.939644385793,8.799274666969184
197,13679.982179091028,8.001384104115843
198,13687.025030240067,7.558235936273634
199,13694.068197854238,7.023715794642634
200,13701.11168195487,6.482366915283054
201,13708.1554825633,6.082970848471065
202,13715.199599700856,5.925274068339366
203,13722.244033388879,5.631498699228157
204,13729.288783648706,5.908524843058814
205,13736.333850501678,5.640067640678105
206,13743.379233969135,6.119204617319577
207,13750.424934072422,6.589664052193609
208,13757.470950832887,6.426021481115548
209,13764.517284271877,6.894757306273371
210,13771.563934410739,6.98998807992005
211,13778.61090127083,8.360012103655153
212,13785.658184873497,8.92871636745763
213,13792.705785240101,8.474996710995617
214,13799.753702391998,6.9609973473562565
215,13806.801936350548,4.0283773939381575
216,13813.850487137111,2.1808939054116547
217,13820.89935477305,0.8918281554495876
218,13827.94853927973,1.0306841783126526
219,13834.99804067852,1.0515384113024653
220,13842.04785899079,0.5522979172308029
221,13849.097994237909,0.4070242906485854
222,13856.148446441248,0.529064416244653
223,13863.199215622186,0.637743436005518
224,13870.250301802094,-0.14586212313800823
225,13877.301705002359,-0.09446033439624073
226,13884.353425244355,-0.22686069633399172
227,13891.405462549465,-0.19763195093674793
228,13898.457816939077,0.3265590419639268
229,13905.510488434573,-0.1374816825517652
230,13912.563477057343,0.5184876670392063
231,13919.616782828778,-0.4563657917394853
232,13926.67040577027,-0.3974116986379569
233,13933.724345903214,-0.09449763413262609
234,13940.778603249004,0.11802957478046838
235,13947.833177829036,0.01826715096808382
236,13954.888069664714,-0.1502046617089776
237,13961.943278777439,-0.4945104821908732
238,13968.99880518861,0.18097609525775593
239,13976.054648919642,-0.26829901017346247
240,13983.110809991933,0.07489606806425925
241,13990.167288426896,-0.13890079603361094
242,13997.224084245945,0.44488677551672173
243,14004.281197470487,0.17223348234543423
