,frequency,velocity,flux,weight
0,1386.3332271575928,7360.014666107232,-3.235744703332408,1.0
1,1386.3255977630615,7361.705069376398,0.045485226438551685,1.0
2,1386.3179683685305,7363.395491251328,0.5581922638941847,1.0
3,1386.310338973999,7365.085931732331,-1.4422217588239405,1.0
4,1386.3027095794678,7366.776390819714,-0.6873795069136994,1.0
5,1386.2950801849363,7368.466868513784,0.5612051797149675,1.0
6,1386.2874507904053,7370.157364814848,-0.9480424513182726,1.0
7,1386.279821395874,7371.847879723213,1.6954254773278095,1.0
8,1386.2721920013428,7373.538413239187,-0.6841379385691084,1.0
9,1386.2645626068115,7375.228965363077,-2.279602213680299,1.0
10,1386.2569332122805,7376.91953609519,-2.4237277690555032,1.0
11,1386.249303817749,7378.610125435834,0.6413716183179616,1.0
12,1386.2416744232178,7380.300733385315,0.6341765023878665,1.0
13,1386.2340450286863,7381.99135994394,-0.33407628796688016,1.0
14,1386.2264156341553,7383.682005112018,2.101190696940505,1.0
15,1386.218786239624,7385.372668889855,-3.676890972726106,1.0
16,1386.2111568450928,7387.063351277759,-0.5543282931471012,1.0
17,1386.2035274505615,7388.754052276036,0.679961837140219,1.0
18,1386.1958980560305,7390.444771884995,-1.0694286782214846,1.0
19,1386.188268661499,7392.135510104942,-0.6323257583871325,1.0
20,1386.1806392669678,7393.826266936185,-0.5930545943421208,1.0
21,1386.1730098724363,7395.517042379031,4.153816763174937,1.0
22,1386.1653804779053,7397.207836433788,1.5417706377251008,1.0
23,1386.157751083374,7398.898649100762,0.8675653694774113,1.0
24,1386.1501216888428,7400.589480380261,-3.0788673937696203,1.0
25,1386.1424922943115,7402.280330272592,0.3533662376112332,1.0
26,1386.1348628997805,7403.971198778064,-1.9402414192801842,1.0
27,1386.127233505249,7405.662085896982,0.2144031280244647,1.0
28,1386.1196041107178,7407.352991629655,0.21610153705793067,1.0
29,1386.1119747161863,7409.043915976389,2.3340295744274755,1.0
30,1386.1043453216553,7410.734858937492,0.9316412750958918,1.0
