,frequency,temp_xx,temp_yy,temp,flux_xx,flux_yy,flux,V_radio,V_opt,velocity
0,1329.639196395874,0.02572948967897304,0.0939362290513337,0.05983285936515337,1.726923951455774,6.4165045016020485,4.071714226528911,19157.29254813623,20465.04689597054,20456.929952102513
1,1329.6468257904053,0.05964180669671748,0.035172033521188695,0.04740692010895309,4.060203818241007,2.373242086156324,3.2167229521986656,19155.68227942395,20463.20928705887,20455.092343190845
2,1329.6544551849365,0.07430893858829535,0.08171114224596465,0.07801004041713,5.06950814219249,5.57542165946802,5.322464900830255,19154.072010711672,20461.37169923515,20453.254755367125
3,1329.6620845794678,0.05715796261350903,0.11322605110832029,0.08519200686091466,3.889403830444053,7.74378493528252,5.816594382863286,19152.461741999396,20459.53413249902,20451.417188630992
4,1329.669713973999,0.035263970919313437,0.07117917295490983,0.053221571937111634,2.3829696348466314,4.850930455949765,3.616950045398198,19150.851473287115,20457.69658685011,20449.579642982084
5,1329.6773433685303,0.10087985150217804,0.05448844402170039,0.07768414776193922,6.897729987519597,3.7024958569511455,5.300112922235371,19149.24120457484,20455.859062288062,20447.742118420036
6,1329.6849727630615,0.16021827721104032,0.10269905359846732,0.13145866540475382,10.980424739385398,7.0195866951739845,9.000005717279691,19147.63093586256,20454.021558812514,20445.904614944488
7,1329.6926021575928,0.06404233130621506,0.11583485875821609,0.08993859503221557,4.363110464661304,7.923458090768918,6.143284277715111,19146.020667150282,20452.184076423102,20444.067132555076
8,1329.700231552124,0.024097567101613038,0.062441116287285325,0.04326934169444918,1.6147319256317587,4.249526285043885,2.932129105337822,19144.410398438,20450.34661511946,20442.229671251433
9,1329.7078609466553,0.1551870026499742,0.056100143066046826,0.10564357285801051,10.634344981348477,3.813263327737559,7.223804154543018,19142.800129725725,20448.509174901228,20440.392231033202
10,1329.7154903411865,0.02554010392119821,0.057103719701714795,0.0413219118114565,1.7139059619223644,3.882335677444189,2.7981208196832767,19141.18986101345,20446.671755768042,20438.554811900016
11,1329.7231197357178,0.10598618434569929,0.04475868152006157,0.07537243293288043,7.248953847955818,3.03294558327957,5.140949715617694,19139.57959230117,20444.83435771954,20436.717413851515
12,1329.730749130249,0.10201543768918953,0.11487285682076731,0.10844414725497842,6.9758874152209955,7.857211447555073,7.4165494313880345,19137.96932358889,20442.996980755357,20434.88003688733
13,1329.7383785247803,0.02499148978165522,0.09864827185925051,0.061819880820452866,1.6762635430261525,6.740783919306523,4.208523731166338,19136.35905487661,20441.159624875134,20433.042681007108
14,1329.7460079193115,0.04221848131816586,0.05328048768292604,0.04774948450054595,2.861488262860348,3.6192899569425663,3.2403891099014572,19134.748786164335,20439.322290078504,20431.205346210478
15,1329.7536373138428,0.08222908743642066,0.07138398939669344,0.07680653841655705,5.6144834154997625,4.864882038983069,5.239682727241416,19133.13851745206,20437.484976365107,20429.36803249708
16,1329.761266708374,0.03768461659830891,0.1024403558421767,0.0700624862202428,2.549614749513694,7.001809447720689,4.775712098617191,19131.528248739778,20435.647683734576,20427.53073986655
17,1329.7688961029053,0.07090818425436396,0.09466596926984039,0.08278707676210217,4.8354366208957344,6.466779655136634,5.651108138016184,19129.9179800275,20433.810412186554,20425.693468318528
18,1329.7765254974365,0.04525427210717936,0.03062157219959971,0.037937922153389536,3.070471195551818,2.0604175985088204,2.565444397030319,19128.30771131522,20431.973161720674,20423.856217852648
19,1329.7841548919678,0.05412248206121362,0.01786197347925267,0.03599222777023314,3.6805086861972995,1.1823824148898439,2.4314455505435717,19126.697442602945,20430.135932336572,20422.018988468546
20,1329.791784286499,0.010433162781385619,0.08125885625629792,0.04584600951884177,0.6745211210520665,5.544331266425388,3.1094261937387273,19125.087173890664,20428.29872403389,20420.181780165865
21,1329.7994136810303,0.04578329603231879,0.03786179690004943,0.04182254646618411,3.1068729143198652,2.558500729534444,2.8326868219271546,19123.476905178388,20426.46153681226,20418.344592944235
22,1329.8070430755615,0.06552869769696557,0.11996301019617661,0.09274585394657109,4.465458309915675,8.20735545447451,6.336406882195092,19121.86663646611,20424.62437067133,20416.507426803302
23,1329.8146724700928,-0.003594182871982099,0.0554671001969389,0.0259364586624784,-0.2906592297761108,3.7697791857838183,1.7395599780038538,19120.25636775383,20422.78722561072,20414.670281742692
24,1329.822301864624,0.020563118750384746,0.13687655386297948,0.07871983630668211,1.3714987579210174,9.371116187660391,5.371307472790704,19118.646099041554,20420.95010163008,20412.833157762052
25,1329.8299312591553,0.08613623281237182,0.07851465940863989,0.08232544611050585,5.883191974462534,5.355530291570403,5.619361133016469,19117.035830329274,20419.11299872904,20410.996054861014
26,1329.8375606536865,0.058054121690222615,0.11281124964931522,0.08543268566976892,3.951099642488316,7.715278695418419,5.833189168953368,19115.425561616998,20417.27591690724,20409.158973039215
27,1329.8451900482178,0.017297604962685398,0.026579864513909257,0.021938734738297327,1.1468659693323389,1.7821780486381158,1.4645220089852273,19113.81529290472,20415.43885616432,20407.321912296295
28,1329.852819442749,0.05961219889486813,0.07169155943277516,0.06565187916382165,4.058333443631227,4.886192279318493,4.47226286147486,19112.20502419244,20413.60181649992,20405.484872631892
29,1329.8604488372803,0.05661119766690703,0.034547203325633546,0.04557920049627029,3.8518096956420322,2.3304588211265127,3.0911342583842725,19110.594755480164,20411.764797913664,20403.647854045637
