velocity flux
7360.09098901917 0.2678455267523232
7361.781392288335 0.49829652187008855
7363.471814163266 -0.2907336185209529
7365.162254644269 -0.7429557393904704
7366.852713731651 0.6066031436055639
7368.5431914257215 -0.11302886093020757
7370.233687726785 0.9616790648006138
7371.92420263515 1.7140479955591779
7373.614736151125 -0.3557225542579609
7375.305288275014 -1.8984597442682012
7376.995859007127 -0.23182690651521776
7378.686448347771 0.28844131482741325
7380.377056297252 0.9515834088754238
7382.067682855877 0.2782341590654077
7383.758328023955 0.594147782388303
7385.448991801792 -0.7509955546068117
7387.139674189696 -0.29859868462783873
7388.830375187974 -0.29720205911674713
7390.521094796933 -0.32387522330243007
7392.21183301688 0.41564846451091514
7393.902589848122 1.6085328027425108
7395.593365290969 1.122227764742902
7397.284159345725 -0.167210071296448
7398.974972012699 0.3955647398384932
7400.665803292199 -2.091624300983677
7402.35665318453 -0.5352173561604493
7404.047521690001 -1.7661356556372594
7405.738408808919 -0.3232894959817265
7407.429314541592 0.6861660196318335
7409.120238888327 -0.4373051690527995
7410.81118184943 1.762242707857707
7412.50214342521 -1.4501915445006814
7414.193123615974 1.0430304853690928
7415.88412242203 -0.1902388869677006
7417.575139843683 0.07479031103444456
7419.266175881243 0.685290612607421
7420.957230535017 -1.6885239037689284
7422.648303805311 -0.16757430125254547
7424.339395692433 -0.2574447049114428
7426.030506196692 0.2059268155765432
7427.721635318393 -1.887186228760193
7429.412783057844 0.45357971229831306
7431.103949415355 -0.5926634014389416
7432.795134391231 -0.10552895768287932
7434.486337985779 -0.6736413188119008
7436.177560199309 -0.6288859931013463
7437.868801032125 0.5687296446380442
7439.560060484538 0.6846992847608584
7441.251338556853 0.3770681383689387
7442.942635249378 0.8480548539369598
7444.633950562421 -1.0535923037803336
7446.32528449629 1.230535114197289
7448.016637051292 -0.6376937509289242
7449.708008227734 0.6178367395956338
7451.399398025924 -0.9519037293767267
7453.09080644617 -2.0303997696970537
7454.782233488778 -0.9550762275374234
7456.473679154057 -1.5225859988497303
7458.165143442315 0.9973678354028839
7459.856626353858 0.6442145068135693
7461.548127888994 -1.2890572078781521
7463.239648048031 0.00956806317260872
7464.931186831276 1.2278784193058545
7466.622744239038 0.8859703160950171
7468.314320271623 -0.95455767872837
7470.005914929339 -2.3146425614989856
7471.697528212495 -0.9122243342487472
7473.389160121396 0.6547717250252529
7475.080810656352 0.18749969923662627
7476.77247981767 -1.0812199115142749
7478.464167605656 0.8477272701905715
7480.15587402062 -0.30396717731203415
7481.847599062868 0.5877979591840237
7483.539342732709 0.40986751577568625
7485.23110503045 -0.9229773615677235
7486.922885956397 -0.7844002790507529
7488.614685510861 -2.001510537117639
7490.306503694148 1.1926694406520382
7491.998340506565 0.527575803793361
7493.69019594842 -0.3760853394025451
7495.382070020022 -0.517817007402855
7497.073962721677 -0.4373279593378292
7498.7658740536945 -0.6885257106906522
7500.457804016381 0.0016698156857826163
7502.149752610044 0.0387468026914974
7503.841719834992 -0.3920882723487339
7505.533705691532 -0.9278542110489842
7507.225710179972 0.4878833508961883
7508.917733300621 -0.5322932383855823
7510.609775053786 1.5282542139332413
7512.301835439773 -1.0684983971000297
7513.993914458892 0.9617138594326976
7515.68601211145 -0.32296165959009077
7517.378128397755 0.11954457783537314
7519.070263318114 0.658274197955682
7520.762416872836 0.36346365707246886
7522.454589062229 0.8331060303232536
7524.1467798866 1.1497365787501654
7525.838989346256 0.4102476164619955
7527.531217441506 0.4861478276635532
7529.223464172658 -1.498967712226225
7530.915729540019 0.4782010151654457
7532.608013543898 -1.0430306548161787
7534.300316184601 0.19448729191457964
7535.992637462438 0.07331222737157306
7537.684977377716 0.8189970750932102
7539.377335930742 1.4730804200853465
7541.069713121825 0.6149068753725818
7542.762108951273 -0.5317666963272
7544.454523419393 0.044932113172773236
7546.146956526493 -1.5444760002529359
7547.839408272883 -1.8406054727464394
7549.531878658868 -0.9043066182402799
7551.224367684756 1.081040118446726
7552.916875350858 1.1804286072650692
7554.60940165748 -0.24625271225454443
7556.301946604929 0.48440586037047784
7557.994510193514 1.5461607079433168
7559.687092423544 -0.6548791825722828
7561.379693295325 -1.0253550537446356
7563.072312809166 -1.3446515520344904
7564.764950965374 -0.18960097424426026
7566.457607764259 0.869315219828159
7568.150283206127 0.5978790296146751
7569.842977291287 0.12142153603636968
7571.535690020047 -0.8730126865436022
7573.228421392715 -0.7250912167101689
7574.921171409599 1.0734713988142348
7576.613940071006 -1.4134533980073778
7578.306727377246 -0.11811778796459275
7579.999533328625 0.19102806075405668
7581.692357925453 -0.21055737958156495
7583.385201168036 -0.07338419366145703
7585.078063056684 -1.021324478908008
7586.770943591704 0.4007672786411357
7588.463842773404 2.8441832791979444
7590.156760602093 0.11607152447465673
7591.849697078079 0.23536784919590015
7593.542652201669 -0.9572530192350546
7595.235625973171 -0.017113341262378977
7596.928618392894 -0.3415165412647576
7598.621629461147 -0.8061662254367923
7600.314659178236 0.6820231836091744
7602.00770754447 -0.6563111367133212
7603.700774560158 -1.2013851486470335
7605.393860225607 -0.26228770325046763
7607.086964541126 -1.5259122183704599
7608.7800875070225 -0.16919233433482245
7610.473229123605 1.9124400212403683
7612.166389391181 -0.10575926682550202
7613.85956831006 -0.2828566595731418
7615.552765880549 -0.5880126960668614
7617.245982102958 -0.9825299858239563
7618.939216977592 0.5060137185245862
7620.632470504763 -1.5896610636495048
7622.325742684776 -0.12594525138503393
7624.01903351794 0.26544264016500313
