,frequency,velocity,flux,weight
0,1386.3332271575928,7360.007339851517,-0.8567959342875923,1.0
1,1386.3255977630615,7361.697743120682,1.6700539597674893,1.0
2,1386.3179683685305,7363.388164995613,-4.322461205261083,1.0
3,1386.310338973999,7365.078605476616,-3.62604885177271,1.0
4,1386.3027095794678,7366.769064563999,2.802877806327213,1.0
5,1386.2950801849363,7368.459542258069,-1.382051144111892,1.0
6,1386.2874507904053,7370.150038559133,5.120693605785465,1.0
7,1386.279821395874,7371.840553467498,-1.7567902984862414,1.0
8,1386.2721920013428,7373.531086983472,-0.33605104779191663,1.0
9,1386.2645626068115,7375.221639107362,-2.197096564038397,1.0
10,1386.2569332122805,7376.912209839475,-5.258340601783841,1.0
11,1386.249303817749,7378.602799180118,-3.978562310946562,1.0
12,1386.2416744232178,7380.293407129599,2.7229752128466007,1.0
13,1386.2340450286863,7381.984033688224,-0.0604168741681258,1.0
14,1386.2264156341553,7383.674678856302,1.147876820776771,1.0
15,1386.218786239624,7385.36534263414,1.8827908223999983,1.0
16,1386.2111568450928,7387.056025022043,-0.23673250950196334,1.0
17,1386.2035274505615,7388.746726020321,-0.5526639086075114,1.0
18,1386.1958980560305,7390.43744562928,-0.4767921856495976,1.0
19,1386.188268661499,7392.128183849227,2.1221995973118797,1.0
20,1386.1806392669678,7393.818940680469,1.6296734424616788,1.0
21,1386.1730098724363,7395.509716123316,1.741243034002419,1.0
22,1386.1653804779053,7397.200510178072,0.4905250757298192,1.0
23,1386.157751083374,7398.8913228450465,1.4619150696616718,1.0
24,1386.1501216888428,7400.582154124546,-4.34817589710058,1.0
25,1386.1424922943115,7402.273004016877,-2.040926393885049,1.0
26,1386.1348628997805,7403.9638725223485,1.0351276735081227,1.0
27,1386.127233505249,7405.654759641266,-0.013525115618500227,1.0
28,1386.1196041107178,7407.3456653739395,0.9383113022183598,1.0
29,1386.1119747161863,7409.036589720674,-1.901654492971383,1.0
30,1386.1043453216553,7410.727532681777,0.7977229496632829,1.0
31,1386.096715927124,7412.418494257557,-0.5976372721075978,1.0
32,1386.0890865325928,7414.109474448322,-1.4792455058482779,1.0
33,1386.0814571380615,7415.800473254377,1.3100582634147862,1.0
34,1386.0738277435305,7417.4914906760305,-3.4051444595527105,1.0
35,1386.066198348999,7419.18252671359,0.07919544140350321,1.0
36,1386.0585689544678,7420.873581367364,-3.754711435714084,1.0
37,1386.0509395599363,7422.564654637658,2.7811454208062596,1.0
38,1386.0433101654053,7424.25574652478,-3.06264572221669,1.0
39,1386.035680770874,7425.946857029039,-1.837007597665397,1.0
40,1386.0280513763428,7427.63798615074,0.805830238133789,1.0
41,1386.0204219818115,7429.329133890192,1.923940004080377,1.0
42,1386.0127925872805,7431.020300247702,2.6895460077307245,1.0
43,1386.005163192749,7432.711485223578,0.23181850743094634,1.0
44,1385.9975337982178,7434.402688818126,-1.6120833433678001,1.0
45,1385.9899044036863,7436.093911031656,-1.3162907957393988,1.0
46,1385.9822750091553,7437.785151864472,-0.21705024588706712,1.0
