,frequency,velocity,flux,weight
0,1386.3332271575928,7360.098312870442,2.4467134168152382,1.0
1,1386.3255977630615,7361.788716139607,-1.4714782996486224,1.0
2,1386.3179683685305,7363.479138014538,1.7604585401854353,1.0
3,1386.310338973999,7365.169578495541,-1.1338239034093687,1.0
4,1386.3027095794678,7366.860037582924,0.5385500243739001,1.0
5,1386.2950801849363,7368.550515276994,-1.3001006541054227,1.0
6,1386.2874507904053,7370.241011578058,0.12638324993316818,1.0
7,1386.279821395874,7371.931526486423,2.9470830642192594,1.0
8,1386.2721920013428,7373.622060002397,-0.8937075762623843,1.0
9,1386.2645626068115,7375.312612126287,-2.4773899179696834,1.0
10,1386.2569332122805,7377.0031828584,0.5286411208256201,1.0
11,1386.249303817749,7378.693772199043,1.29307669584917,1.0
12,1386.2416744232178,7380.3843801485245,0.538138120974699,1.0
13,1386.2340450286863,7382.075006707149,1.3937383411101565,1.0
14,1386.2264156341553,7383.765651875227,-0.6096938959532197,1.0
15,1386.218786239624,7385.456315653065,1.4168153451137653,1.0
16,1386.2111568450928,7387.146998040968,-0.40661081694682166,1.0
17,1386.2035274505615,7388.837699039246,-1.1262233200922533,1.0
18,1386.1958980560305,7390.528418648205,-0.002946616048246642,1.0
19,1386.188268661499,7392.219156868152,0.9043269534153051,1.0
20,1386.1806392669678,7393.909913699395,1.1142682183299062,1.0
21,1386.1730098724363,7395.600689142241,-0.5995369605132563,1.0
22,1386.1653804779053,7397.291483196997,0.23433298454556106,1.0
23,1386.157751083374,7398.982295863972,0.2710129842305745,1.0
24,1386.1501216888428,7400.673127143471,-1.2658556638041585,1.0
25,1386.1424922943115,7402.363977035802,-0.5837814146748064,1.0
26,1386.1348628997805,7404.054845541274,-1.6021136282654842,1.0
27,1386.127233505249,7405.745732660192,-1.5381819587879737,1.0
28,1386.1196041107178,7407.436638392865,0.19501652881397313,1.0
29,1386.1119747161863,7409.127562739599,-3.3155583516104605,1.0
30,1386.1043453216553,7410.818505700702,0.452206016431308,1.0
31,1386.096715927124,7412.509467276483,-2.5483975340844376,1.0
32,1386.0890865325928,7414.200447467247,1.6080390311662833,1.0
33,1386.0814571380615,7415.891446273302,-1.1991397117720428,1.0
34,1386.0738277435305,7417.582463694956,2.9936861063120332,1.0
35,1386.066198348999,7419.273499732515,0.4933197775669338,1.0
36,1386.0585689544678,7420.964554386289,-0.6624354793034065,1.0
37,1386.0509395599363,7422.655627656583,-1.8936284262709586,1.0
38,1386.0433101654053,7424.346719543705,2.0763531832225723,1.0
39,1386.035680770874,7426.037830047964,0.007054068796600421,1.0
40,1386.0280513763428,7427.728959169665,-2.0895308871861156,1.0
