,frequency,temp_xx,temp_yy,temp,flux_xx,flux_yy,flux,V_radio,V_opt,velocity
0,1329.639196395874,0.22245527769704054,0.19258132582564613,0.20751830176134334,13.869906451285033,12.007638648776492,12.938772550030762,19157.29254813623,20465.04689597054,20457.00627501445
1,1329.6468257904053,0.1430111684466766,0.08798943314090835,0.11550030079379248,8.917328629823942,5.487345386077777,7.2023370079508595,19155.68227942395,20463.20928705887,20455.16866610278
2,1329.6544551849365,0.09861987535118288,0.1384638221268446,0.11854184873901374,6.149968235577262,8.633944547211968,7.391956391394615,19154.072010711672,20461.37169923515,20453.33107827906
3,1329.6620845794678,0.19988565805380176,0.07722989193232266,0.1385577749930622,12.46290991950059,4.816605091221845,8.639757505361217,19152.461741999396,20459.53413249902,20451.49351154293
4,1329.669713973999,0.07621568674808188,0.16059089232631507,0.11840328953719848,4.753284167248012,10.013351380093582,7.383317773670797,19150.851473287115,20457.69658685011,20449.65596589402
5,1329.6773433685303,0.11311720117655355,0.12333489673792641,0.11822604895723998,7.053739551828812,7.690787690423804,7.372263621126308,19149.24120457484,20455.859062288062,20447.818441331972
6,1329.6849727630615,0.12863348995036716,0.15041646828766275,0.13952497911901496,8.021037775165723,9.379054090099089,8.700045932632406,19147.63093586256,20454.021558812514,20445.980937856424
7,1329.6926021575928,0.14799379378454347,0.15505911593004384,0.15152645485729366,9.227960968409434,9.668486962197449,9.448223965303441,19146.020667150282,20452.184076423102,20444.143455467012
8,1329.700231552124,0.2047675599617591,0.10730895156160969,0.1560382557616844,12.767250897223448,6.691721337167337,9.729486117195393,19144.410398438,20450.34661511946,20442.30599416337
9,1329.7078609466553,0.13409223304165963,0.1313365050689761,0.13271436905531786,8.361317463451314,8.18961659987849,8.275467031664903,19142.800129725725,20448.509174901228,20440.46855394514
10,1329.7154903411865,0.1618278178339203,0.1367845345710812,0.14930617620250075,10.09037008211726,8.529245200732703,9.309807641424982,19141.18986101345,20446.671755768042,20438.631134811953
11,1329.7231197357178,0.14507530561835225,0.09207672122422039,0.11857601342128632,9.046009406818484,5.742154785093817,7.394082095956151,19139.57959230117,20444.83435771954,20436.79373676345
12,1329.730749130249,0.19116143583551803,0.14805883744384118,0.1696101366396796,11.919037433485983,9.232071786319011,10.575554609902497,19137.96932358889,20442.996980755357,20434.956359799267
13,1329.7383785247803,0.12885482703644868,0.16480612366722625,0.14683047535183746,8.034828516524612,10.276120159306174,9.155474337915393,19136.35905487661,20441.159624875134,20433.119003919044
14,1329.7460079193115,0.13992517309612396,0.08483390006541569,0.11237953658076982,8.724957943926256,5.2906239895789895,7.007790966752623,19134.748786164335,20439.322290078504,20431.281669122414
15,1329.7536373138428,0.2082046955990542,0.09805436366652387,0.15312952963278903,12.98152454391925,6.114795924575674,9.548160234247462,19133.13851745206,20437.484976365107,20429.444355409018
16,1329.761266708374,0.18206168672185186,0.10706926442392373,0.1445654755728878,11.351764751164865,6.676781984702075,9.01427336793347,19131.528248739778,20435.647683734576,20427.607062778487
17,1329.7688961029053,0.12100371528674003,0.11830366443799534,0.11965368986236768,7.5453934412969375,7.37714164167096,7.461267541483949,19129.9179800275,20433.810412186554,20425.769791230465
18,1329.7765254974365,0.18929180868417816,0.11538871049077315,0.15234025958747566,11.80249352138867,7.195419326054207,9.498956423721438,19128.30771131522,20431.973161720674,20423.932540764585
19,1329.7841548919678,0.08478784633101455,0.08202918066350406,0.0834085134972593,5.287670241456908,5.115783263511048,5.201726752483978,19126.697442602945,20430.135932336572,20422.095311380483
20,1329.791784286499,0.08466005324245884,0.13304345970039577,0.10885175647142731,5.279705894756717,8.296030940119863,6.78786841743829,19125.087173890664,20428.29872403389,20420.258103077802
21,1329.7994136810303,0.12499553146978215,0.15660398968829625,0.1407997605790392,7.794230306036297,9.764793633394902,8.7795119697156,19123.476905178388,20426.46153681226,20418.42091585617
